email_ID,text
1674,tim tests train 000 msgs binary pickle database is approaching 10 million bytes that shrinks million bytes though delete wordinfo records spamprob exactly equal unknown spamprob records are t needed scoring unknown word gets made up probability of unknown spamprob records needed training ve noted before scoring only database leaner in part bloat due character gram ing part due the database brand new never cleaned via clearjunk part due plain evil gremlins
1675,tim peters tim one comcast net like tim tests train 000 msgs binary pickle database is approaching 10 million bytes shrinks million bytes though delete wordinfo records spamprob exactly equal unknown spamprob records t needed scoring unknown word gets made up probability of unknown spamprob records needed training ve noted scoring only database leaner that pretty good wonder much better could using some custom pickler checked little dbm file found lot of what would call bloat import anydbm hammie hammie persistentgrahambayes ham db db anydbm open ham db db neale len db neale ccopy reg reconstructor nq x01 cclassifier nwordinfo nq x02c builtin nobject nq x03ntrq x04 ga xce xbc xfd x94 xbbok x00k x00k x00g xe0 x00 x00 x00 x00 x00 x00tb 106 wordinfo neale len wordinfo neale wordinfo 1031337979 16197 0 0 0 0 42 ignoring fact many zeros pickled version wordinfo object twice large string representation could get 50 decrease size using the string representation instead pickle right something logic seems wrong ca t see it is maybe pickling good heterogeneous data types every value big dictionary going type a ton redundancy guess explains compressed well neale
1676,remove jeremy alum mit edu tim yuck got two 01 embedding email address the tim bottom here which suggests tagging email addresses to cc headers be handled differently message bodies skip
1677,remove jeremy alum mit edu tim yuck got two 01 embedding email address the tim bottom here suggests tagging email addresses to cc headers be handled differently message bodies n know whether suggests would tagged differently in to cc tagging right tagging addresses example tokens would look like to email addr mit instead of email addr mit as appear email like thingie found body whether email addresses stuck one blob split now is something t tested
1678,http sf net project showfiles php group id 61702 binary pickle classifier training on first spam ham corpora pair records with spamprob unknown spamprob purged it zip file half meg jeremy would interesting tried data false negative rates across test sets run 0 364 400 400 909
1679,tp tim peters tim one comcast net writes false positive rate 3 finally scrub bunch previously unnoticed spam inbox both collections 1100 messages tp mean trained 1100 the total collections 1100 messages trained 1100 messages tp ca t guess re good position start adding more tp headers analysis though example easy start tp would uncomment header counting lines tokenize tp look anthony likely valuable thing it tp missing special parsing tagging received tp headers i tried anthony stuff n make appreciable difference could see staring false negative rate the numbers big enough quick eyeball suffices then tried dirt simple tokenizer headers tokenize the words header emitted like hdr word that worked well received date headers helped the classifier discover spam old ham is new so tried slightly complex one skipped received data and from contained timestamps also skipped vm headers mail reader added class mytokenizer tokenizer skip received date from 1 def tokenize headers self msg msg items k k lower self skip startswith vm continue subject word re findall v tokenize word w yield this moderately better false negative rate 21 the tests performed far versus 11 28 previous test run used timtest header tokenizer it interesting see best descriminators ham discriminators single spam indicator list most discriminators header fields one thing note is that presence mailman generated headers strong non spam indicator matches intuition got awful lot of mailman generated mail lists pretty good surpressing spam thing get lot ham people use xemacs probably barry guido fred one final note looks like many false positives from people ve never met questions shakespeare often start stuff like dear sir madam may please take precious time ask help find solution problem worrying greatly old science student guess reads lot like spam jeremy 238 hams 221 spams false positive 2 10084033613 false negative 9 50226244344 new false positives new false negatives best discriminators x mailscanner clean 671 0483425 x spam status in rep to 679 01 delivered to skip 10 691 0829876 x mailer lucid 699 01 x mailer xemacs 699 01 x mailer patch 699 01 x mailer 709 01 x mailscanner found 716 0479124 cc zope com 718 01 ll 750 01 references skip 20 767 01 rossum 795 01 x spam status skip 10 825 01 van 850 01 http0 zope 869 01 email addr zope 883 01 from python org 895 01 to jeremy 902 185401 zope 984 01 list archive skip 10 1058 01 list subscribe skip 10 1058 01 list unsubscribe skip 10 1058 01 from zope com 1098 01 return path zope com 1115 01 wrote 1129 01 jeremy 1150 01 email addr python 1257 01 x mailman version 0 13 1311 01 x mailman version 101270 1395 01 python 1401 01
1680,neale pickett hacked something turn wordinfo tuple pickling that wordinfo getstate does turn tuple back wordinfo right unpickling likewise wordinfo setstate without hack database 21549056 bytes s 9945088 bytes s 50 savings bad optimization i sure re suspect re storing individual wordinfo pickles administrative pickle bloat due to that n happen pickle entire classifier instance directly question would painful ditch wordinfo favor of straight tuple list rather although making tuple nice side effect forcing play nice my dbdict class hope sort optimization t far distant the goal project even though readme txt says diff attached comfortable checking think healthy re uncomfortable checking things with xxx kludge kludge kludge comments wink since t really like works rather get rid of wordinfo guess proves point interested optimizing anything yet get many benefits from the ease working utterly vanilla python instance objects lots of code picks apart display analysis purposes few people tried code yet still many questions it see e jeremy writeup disappointing first time experiences today let keep easy possible modify you re desparate save memory write subclass other people free vote directions course wink
1681,barry interesting thing test discriminate words differently if line starts catch styles like first occurance line eliminate html give mod timtoken py ll happy test it may worth trying un false positive that nigerian scam quote if sanity world even original poster would glad to kneejerk response blocked wink otoh know great many msgs l py usenet nothing except quote previous post add one line comment remove quoted sections from those may content left judge except headers so see nudging stats either direction way find out sure write code wink
1682,jeremy hylton total collections 1100 messages trained 1100 messages i reading trained 220 spam 220 ham less 10 sizes training sets ve been using please try experiment train 550 test once against 550 times making random split each time wo t long discover directories individual files lot easier work g random shuffle makes kind of thing trivial
1683,jeremy total collections 1100 messages trained 1100 messages while lot training data picked random subsets my corpora got much better behavior rates py output f rate per run left column f rate right training data ham set1 data spam set1 220 hams 220 spams 000 364 000 455 000 818 000 364 training data ham set2 data spam set2 220 hams 220 spams 455 727 455 455 000 909 455 273 training data ham set3 data spam set3 220 hams 220 spams 000 727 455 909 000 909 000 818 training data ham set4 data spam set4 220 hams 220 spams 000 727 000 909 000 909 000 818 training data ham set5 data spam set5 220 hams 220 spams 000 818 000 364 000 909 000 273 total false pos 0 363636363636 total false neg 29 63636363636 another full run another randomly chosen disjoint 220 in each set much score distribution also quite sharp ham distribution runs 74 items 00 4381 2 50 5 00 7 50 10 00 12 50 15 00 17 50 20 00 22 50 25 00 27 50 30 00 32 50 35 00 37 50 40 00 42 50 45 00 47 50 50 00 52 50 55 00 57 50 60 00 62 50 65 00 67 50 70 00 72 50 75 00 77 50 80 00 82 50 85 00 87 50 90 00 92 50 95 00 97 50 spam distribution runs 73 items 00 13 50 00 7 50 10 00 12 50 15 00 17 50 20 00 22 50 25 00 27 50 30 00 32 50 35 00 37 50 40 00 42 50 45 00 47 50 50 00 16 52 50 55 00 57 50 60 00 62 50 65 00 67 50 70 00 72 50 75 00 77 50 80 00 82 50 85 00 87 50 90 00 92 50 95 00 97 50 4323 it hard say whether need better ham better spam suspect better spam wink 18 30 powerful discriminators were html related spam indicators top 10 overall font 266 99 content type text plain 275 172932 body 312 99 html 329 99 click 334 99 html 335 99 wrote 381 01 skip 10 398 99 python 428 01 content type text html 454 99 the html tags come non multipart alternative html messages which html tags t stripped lots spam sets that t account though strip html tags the rates little worse raining data ham set1 data spam set1 220 hams 220 spams 000 364 000 818 455 818 000 818 raining data ham set2 data spam set2 220 hams 220 spams 000 364 455 818 455 909 000 818 raining data ham set3 data spam set3 220 hams 220 spams 000 727 000 909 909 909 455 818 raining data ham set4 data spam set4 220 hams 220 spams 000 818 000 909 455 909 000 364 raining data ham set5 data spam set5 220 hams 220 spams 000 727 000 364 455 273 455 273 otal false pos 0 363636363636 otal false neg 34 09090909091 the 4th strongest discriminator still finds another html clue though subject python 164 01 money 169 99 content type text plain 185 2 charset us ascii 191 127273 m 232 01 content type text html 248 983607 nbsp 255 99 wrote 372 01 python 431 01 click 519 99 heh forgot nbsp
1684,note header names case insensitive one no different mime version similarly headers list ignoring case may may help experiment decide s plausible case significant g particular spam mailing package generates unusual case particular clueless spammer misconfigures package i found made difference testing brilliance anthony count scheme requires no thought ca t fooled wink header lines evenly distributed across spam ham turn worthless indicators prob near 5 harm zactly started clever clever things always with this stuff found stupid rock beats smart scissors every time anthony baxter anthony interlink com au it never late happy childhood
1685,looks like ham corpus large jeremy alum mit edu in header spam corpus large t one does interestingly one highest value spam indicators was the name mail host spam delivered line mail info gin elax2 ekorp com pretty much dead cert for filters anthony baxter anthony interlink com au it never late happy childhood
1686,jeremy hylton wrote tried dirt simple tokenizer headers tokenize the words header emitted like hdr word worked well received date headers helped the classifier discover spam old ham is new heh hit problem way round first started playing collected spam week two then mixed randomly selected messages mail boxes course instantly picked received 2001 non ham curse too smart for me software still probably good thing note documentation software collecting spam ham make sure try collect source anthony anthony baxter anthony interlink com au it never late happy childhood
1687,course instantly picked received 2001 non ham spam sigh anthony baxter anthony interlink com au it never late happy childhood
1688,seem two drivers classifier neale pickett hammie py original gbayes py according readme txt gbayes py t kept date anything there that t covered hammie py useful feature of gbayes py hammie py t yet copy calculates spamness entire mailbox feature easily copied into hammie py gbayes py also large collection tokenizers but timtoken py rules sure interesting therefore propose nuke gbayes py adding feature anyone imagine skip barry might stake in gbayes py tim seems moved code working other modules guido van rossum home page http www python org guido
1689,actually like neale x spam disposition header wonder maybe we should choose something different prefix spam that people t confuse spamassassin whose headers begin with that prefix also sort version information would useful perhaps cvs version number classifier module could tacked on skip
1690,skip montanaro wrote actually like neale x spam disposition header wonder maybe we choose something different prefix spam that people t confuse spamassassin whose headers begin with prefix i think fine general long no one checks anything that puts test corpus or alternately whatever chosen ignored tokenizer know mail host interlink runs sa also run own set rules scores n want spam filter getting messed up upstream spam filter
1691,guido therefore propose nuke gbayes py adding feature guido anyone imagine skip barry might stake guido gbayes py tim seems moved code working to guido modules no argument here skip
1692,if frequency laptop disk chirps indication say hammie 5x faster spamassassin skip
1693,listed developer sf spambayes cvs module checked out using sf username unable write repository cvs complains cvs add unheader py cvs server aborted add requires write access repository any thoughts skip
1694,tim peters tim one comcast net like m sure re suspect re storing individual wordinfo pickles administrative pickle bloat is due n happen pickle entire classifier instance directly yeah exactly t realize incurring administrative pickle bloat way specifically trying make things faster smaller storing individual wordinfo pickles into anydbm dict keyed token result almost 50 times faster score messages one per run procmail 408s vs 18 851s however does say place goal project is t make fastest smallest implementation guess ll hold performance tuning goal starts to point direction seconds probably fast enough for people use procmailrc after re desparate save memory write subclass that probably ll get antsy trying think ways sneak administrative pickle boat into casual conversation neale
1695,yeah exactly t realize was incurring administrative pickle bloat way specifically trying make things faster smaller storing individual wordinfo pickles anydbm dict keyed token result almost 50 times faster score messages one per run procmail 408s vs 18 851s this worthwhile however does say place goal this project t make fastest smallest implementation so guess ll hold performance tuning the goal starts point direction seconds probably fast enough people use procmailrc what after maybe batch messages using fetchmail n ask adding seconds per message batch 50 untypical feels like real wait guido van rossum home page http www python org guido
1696,skip montanaro listed developer sf spambayes cvs module checked using sf username unable write repository cvs complains cvs add unheader py cvs server aborted add requires write access repository thoughts not really try half developers spambayes project were missing permission ran thru checked every damned box clicked every damn dropdown list could find as far sf concerned re sitting god right hand it still t work suggest upgrade win98 wink
1697,tim half developers spambayes project missing tim permission ran thru checked tim every damned box clicked every damn dropdown list could tim find far sf concerned re sitting god right tim hand still t work suggest upgrade to tim win98 wink time upgrade guess cvs add unheader py cvs server aborted add requires write access repository ll try checkout new directory
1698,skip montanaro anthony baxter accordingly wrote unheader py mostly ripoff something someone else posted python dev l py within last week to strip sa generated headers unless ve grown senile tonight got anthony begin with please check project add short blurb readme txt
1699,choose something different prefix spam that people t confuse spamassassin neale x spambayes disposition x hammie disposition if neale ll classifier front ends kinda like hammie front end first suspect will rule front end roost s
1700,skip ll try checkout new directory which t help least think means time for bed skip
1701,accordingly wrote unheader py mostly ripoff of something someone else posted python dev l py within last week strip sa generated headers tim unless ve grown senile tonight got anthony begin tim please check project add short blurb to tim readme txt raring go write cvs
1702,guido van rossum guido python org like maybe batch messages using fetchmail n ask adding seconds per message batch 50 untypical feels like real wait yeesh sounds like need something kick score an entire mailbox wait second that wanted if spare memory might get better performance this case using pickle store since go disk but boy ever go disk ca t think anything obvious to speed things loaded memory though that profiler territory profiling exactly kind optimization said t going neale
1703,maybe batch messages using fetchmail n ask adding seconds per message batch 50 untypical feels like real wait yeesh sounds like need something kick score entire mailbox wait second that wanted spare memory might get better performance this case using pickle store since go disk but boy ever go disk ca t think anything obvious to speed things loaded memory though that profiler territory profiling exactly kind optimization said t going we could server mode someone described sa option guido van rossum home page http www python org guido
1704,tp tim peters tim one comcast net writes tp jeremy hylton total collections 1100 messages trained 1100 messages tp reading trained 220 spam and tp 220 ham less 10 sizes the tp training sets ve using please try experiment train tp 550 test 550 each this helps lot results stock tokenizer training mbox home jeremy mail inbox mbox home jeremy mail spam 644 hams 557 spams 000 10 413 398 104 398 027 training mbox home jeremy mail inbox mbox home jeremy mail spam 644 hams 557 spams 000 259 242 873 242 745 training mbox home jeremy mail inbox mbox home jeremy mail spam 644 hams 557 spams 398 206 398 488 000 336 training mbox home jeremy mail inbox mbox home jeremy mail spam 644 hams 557 spams 553 206 553 027 000 874 total false pos 139 39596273292 total false neg 970 43 5368043088 and results tokenizer looks headers except date received x from training mbox home jeremy mail inbox mbox home jeremy mail spam 644 hams 557 spams 000 540 932 847 932 232 training mbox home jeremy mail inbox mbox home jeremy mail spam 644 hams 557 spams 000 181 621 873 621 847 training mbox home jeremy mail inbox mbox home jeremy mail spam 644 hams 557 spams 087 129 087 052 000 822 training mbox home jeremy mail inbox mbox home jeremy mail spam 644 hams 557 spams 776 411 776 411 000 463 total false pos 97 76552795031 total false neg 738 33 1238779174 is safe conclude avoiding cleverness headers good thing tp times making random split time wo t be tp long discover directories individual files are tp lot easier work g random shuffle makes kind tp thing trivial you t looked mboxtest py m using random shuffle n need many files make an arbitrary selection messages mbox i ll report results re done jeremy
1705,tp reading trained 220 spam and tp 220 ham less 10 sizes the tp training sets ve using please try experiment train tp 550 test 550 each jeremy helps lot possibly checked change classifier py overnight getting rid of mincount gave major improvement n rate independent of tokenization results stock tokenizer unsure stock tokenizer means example might mean tokenizer tokenize mboxtest mytokenizer tokenize training mbox home jeremy mail inbox mbox home jeremy mail spam 644 hams 557 spams 000 10 413 398 104 398 027 training mbox home jeremy mail inbox mbox home jeremy mail spam 644 hams 557 spams 000 259 242 873 242 745 training mbox home jeremy mail inbox mbox home jeremy mail spam 644 hams 557 spams 398 206 398 488 000 336 training mbox home jeremy mail inbox mbox home jeremy mail spam 644 hams 557 spams 553 206 553 027 000 874 total false pos 139 39596273292 total false neg 970 43 5368043088 note rates remain much higher got using 220 ham and 220 spam remains mystery results tokenizer looks headers except date received x from unsure means example looks might mean enabled anthony count them gimmick and or re tokenizing and or training mbox home jeremy mail inbox mbox home jeremy mail spam 644 hams 557 spams 000 540 932 847 932 232 training mbox home jeremy mail inbox mbox home jeremy mail spam 644 hams 557 spams 000 181 621 873 621 847 training mbox home jeremy mail inbox mbox home jeremy mail spam 644 hams 557 spams 087 129 087 052 000 822 training mbox home jeremy mail inbox mbox home jeremy mail spam 644 hams 557 spams 776 411 776 411 000 463 total false pos 97 76552795031 total false neg 738 33 1238779174 safe conclude avoiding cleverness headers good thing since t know exactly ca t guess seemed to show something clever headers so helped numbers better numbers right assuming override now tokenizer tokenizer tokenize headers routine didn call base tokenizer tokenize headers re missing carefully tested treatment header fields adding many dozens header fields question adding header fields help tokenizer tokenizer tokenize headers t only because testing corpora ca t add headers without getting major benefits bogus reasons apart said re skipping received several accounts may valuable header fields i meaning tokenizer tokenizer tokenize headers skipping the reason explained offline week two ago neil schemenauer reported good results scheme ip re re compile r d 1 3 d 1 3 header msg get all received ip ip re findall header parts ip split n range 1 5 yield received join parts this makes lot sense checked left disabled for now
1706,guido perhaps useful would tim could check pickle generated one training runs others see how tim training data performs corpora i yesterday seems like nobody bit case wink uploaded new version since mincount went away unknown spamprob is much less likely almost nothing pruned away so the file 5x larger http sf net project showfiles php group id 61702 could also starting point self contained distribution ve got start something training python list data seems good anything else the way know anything someone try it
1707,clarification first test results using tokenizer tokenizer tokenize headers unmodified training 644 hams 557 spams 000 10 413 398 104 398 027 training 644 hams 557 spams 000 259 242 873 242 745 training 644 hams 557 spams 398 206 398 488 000 336 training 644 hams 557 spams 553 206 553 027 000 874 total false pos 139 39596273292 total false neg 970 43 5368043088 second test results using mboxtest mytokenizer tokenize headers this uses headers except received data x from training 644 hams 557 spams 000 540 932 847 932 232 training 644 hams 557 spams 000 181 621 873 621 847 training 644 hams 557 spams 087 129 087 052 000 822 training 644 hams 557 spams 776 411 776 411 000 463 total false pos 97 76552795031 total false neg 738 33 1238779174 jeremy
1708,guido perhaps useful would tim could check pickle generated one training runs others see how tim training data performs corpora tim yesterday seems like nobody bit i downloaded played bit time anything systematic correctly recognized spam slipped sa but also identified spam everything inbox any mime structure html parts several messages saved zope geeks list happened using mime and or html so guess ll retrain yes told case wink uploaded new version since mincount went away unknown spamprob much less likely almost nothing pruned away so file 5x larger http sf net project showfiles php group id 61702 ll try time guido van rossum home page http www python org guido
1709,get far road people think creating spambayes package containing classifier tokenizer to minimize clutter site packages skip
1710,jeremy hylton clarification that pretty much guessed thanks one try first test results using tokenizer tokenizer tokenize headers unmodified second test results using mboxtest mytokenizer tokenize headers uses headers except received data x from try latter call base tokenize headers too
1711,get far road people think creating spambayes package containing classifier tokenizer to minimize clutter site packages too early imo mean leave various tools of it package perhaps use barry trick from email package making package toplevel dir of distribution rather requiring extra directory level just package subdir distro guido van rossum home page http www python org guido
1712,guido classifier pickle sf downloaded played bit time anything systematic cool correctly recognized spam slipped sa ditto also identified spam everything inbox any mime structure html parts several messages saved zope geeks list happened using mime and or html do know strangest implied claim hates mime independent html example spamprob content type text plain in pickle 21 content type multipart alternative gets 93 killer clue one bit good content more than cancel out wrt hating html possibilities include really something mime html 2 pure html multipart alternative text plain part tags t getting stripped pickled classifier despises hints html due l py heritage 3 multipart alternative text plain part the latter t contain text text html part for example anthony reported perhaps text plain part just says something like hmtl message if would easy add optional bool argument tokenize meaning even pure html strip tags anyway fact like to default true extreme hatred html tech lists strikes umm extreme wink guess ll retrain yes told that would different experiment certainly curious see whether jeremy much worse than mine error rates typical aberrant
1713,also identified spam everything inbox any mime structure html parts several messages saved zope geeks list happened using mime and or html know strangest implied claim hates mime independent html example spamprob content type text plain pickle 21 content type multipart alternative gets 93 killer clue one bit good content more cancel out i reran experiment new spamham1 pik n seem to make difference clues two spams my inbox hammie py output format sorts clues by probability first two numbers message number overall probability line folded 66 00 facility 01 speaker 01 stretch 01 thursday 01 young 01 mistakes 12 growth 85 content type text plain 85 please 85 capital 92 series 92 subject 94 companies 96 content type text html 96 fee 96 money 96 8 00am 99 00am 99 content type image gif 99 content type multipart alternative 99 attend 99 companies 99 content type type multipart alternative 99 content type multipart related 99 economy 99 economy 99 this content types spam clues one related to html despite html alternative 12 spam clues vs ham clues announcement public event building owners text part as the html afaict language may spammish content type clues t help btw makes wonder wisdom of keeping punctuation economy economy n seem to deserve two counted clues 76 00 near 01 alexandria 01 conn 01 from adam 01 from email addr panix 01 poked 01 thorugh 01 though 03 03 reflect 05 ve 0 06 wednesday 07 content disposition inline 10 contacting 93 sold 96 financially 98 prices 98 rates 99 discount 99 hotel 99 hotels 99 hotels 99 nights 99 plaza 99 rates 99 rates 99 rooms 99 season 99 stations 99 subject hotel 99 here full message received headers stripped apologies to ziggy david date fri 06 sep 2002 17 17 13 0400 from adam turoff ziggy panix com subject hotel information to guido python org davida activestate com message id 20020906211713 gk7451 panix com mime version 1 content type text plain charset us ascii content disposition inline user agent mutt 4i ve looking hotels poked around expedia availability from march 26 29 4 nights wednesday thorugh saturday ve also started contacting hotels group rates group rates better regular rates require signing contract minimum number rooms sold someone financially responsible unbooked rooms hotels less responsive radission barcelo hotel dupont circle 125 night 99 weekend state plaza hotel foggy bottom near gwu 119 night 99 weekend hilton silver spring near metro suburban md 99 hight 74 weekend windsor park hotel conn ave dupont circle woodley park metro stations 95 night needs car econo lodge alexandria near metro suburban va 95 night this hand picked list ignored anything 125 night even though really well situated hotels nearby higher rates also sure much prices reflect expedia only discount ca t vouch hotels either i also found season dc hotels mid june through mid september mid november mid january z this one mime structure html even content disposition counted non spam clue got p ed many hospitality related money related terms surprised 125 night similar t clues and again several spam clues duplicated different variations hotel hotels hotels subject hotel rates rates wrt hating html possibilities include really something mime html 2 pure html multipart alternative text plain part tags t getting stripped pickled classifier despises hints html due l py heritage 3 multipart alternative text plain part the latter t contain text text html part for example anthony reported perhaps text plain part just says something like hmtl message s 2 would easy add optional bool argument tokenize meaning even pure html strip tags anyway fact like default true extreme hatred html tech lists strikes umm extreme wink i also looked detail p geeks traffic the first one doozie term right lots of html clues apparently ignored multipart mixed with two parts brief text plain part containing one two sentences a mondo weird url http x60 deja com st rn ps getdoc xp an 687715863 context 973121507 1408827441 hitnum 23 and employer generated spammish boilerplate second part was the html taken directly url clues 43 00 main 01 later 01 lots 01 paul 01 1995 2000 01 adopt 01 apps 01 commands 01 deja com 01 dejanews 01 discipline 01 duct 01 email addr digicool 01 email name paul 01 everitt 01 exist 01 forwards 01 framework 01 from email addr digicool 01 from email name paul 01 from paul 01 height 01 hodge podge 01 http0 deja 01 http0 zope 01 http1 st rn 01 http1 comp 01 http1 getdoc 01 http1 ps 01 http 1 22 01 http 1 24 01 http 1 57 01 http 1 01 http 1 author 01 http 1 fmt 01 http 1 getdoc 01 http 1 pr 01 http 1 products 01 http 1 query 01 http 1 search 01 http 1 viewthread 01 http 1 xp 01 http 1 zope 01 inventing 01 jsp 01 jsp 01 logic 01 maps 01 neo 01 newsgroup 01 object 01 popup 01 probable 01 query 01 query 01 resizes 01 servlet 01 skip 20 01 stems 01 subject jsp 01 sucks 01 templating 01 tempted 01 url 01 usenet 01 usenet 01 wrote 01 mailer mozilla 74 en windows nt 0 u 0 01 zope 01 000000 99 cc0000 99 ff3300 99 ff6600 99 ffffff 99 copy 0 99 gt 99 nbsp nbsp 99 quot 99 med 99 small 99 0pt 99 0px 99 10px 0 99 11pt 99 12px 99 18pt 99 18px 99 1pt 99 2px 99 640 99 8pt 99 0 99 0 99 body 99 head 99 html 0 99 script 99 select 99 span 99 style 99 table 99 td 99 td tr 0 99 tr 99 tr tr 99 99 base 99 body 99 br 99 br nbsp 99 br 99 br span 99 font 99 form 99 head 0 99 html 99 img 99 input 99 meta 99 option 99 0 99 0 99 script 99 select 99 span 99 style 99 table 99 td 99 td 99 td td 99 td img 99 tr 99 tr 99 tr td 99 tr td img 99 absolute 99 align left 99 align center 99 align left 99 align middle 99 align right 99 align right 99 alt 0 99 bold 99 border 0 99 border 0 99 color 99 colspan 99 colspan 0 99 colspan 99 face arial 99 font family 99 font size 99 font weight 99 footer 99 for br 99 fucking br 99 height 99 height 16 99 height 99 height 12 99 height 125 99 height 17 99 height 18 99 height 21 99 height 99 height 57 99 height 60 99 height 99 hspace 99 http0 g 99 http0 web2 99 http1 0 99 http1 ads 99 http1 99 http1 page 99 http1 site 99 http 1 article 99 http 1 back 99 http 1 com 99 http 1 99 http 1 gif 99 http 1 go 99 http 1 group 99 http 1 http 99 http 1 post 99 http 1 ps 99 http 1 site 99 http 1 st 99 http 1 title 99 http 1 yahoo 99 inc 0 99 jobs 99 normal 99 nowrap 99 nowrap 99 nowrap font 99 padding 99 rowspan 99 rowspan 99 servlets 99 size 15 99 size 35 99 skip 10 99 skip b 60 99 skip h 110 99 skip h 170 99 skip h 200 99 skip h 240 99 skip h 250 99 skip h 290 99 skip v 40 99 solid 99 text 000000 99 to br 0 99 type image 99 type text 99 type hidden 99 type image 99 type radio 99 type submit 99 type text 99 valign top 99 valign top 99 value 99 visibility 99 width 99 width 33 99 width 99 width 100 99 width 100 0 99 width 12 99 width 125 99 width 130 99 width 137 99 width 99 width 20 99 width 25 99 width 99 width 468 99 width 99 width 72 99 works br 99 the second p structure sender third p had structure different sender ditto fifth sixth posting clues for brevity the fourth different plaintext one short sentence url clues 300 00 from email addr digicool 01 http1 news 24 from email addr com 32 from tres 50 http 1 1114digi 50 proto http 50 subject geeks 50 mailer mozilla 75 en x11 u linux 2 14 0smp i686 50 take 54 bool noorg 61 http0 com 66 skip h 50 83 http 1 htm 90 subject software 96 http 1 business 99 http 1 local 99 subject firm 99 us 99 the seventh similar i scanned bunch got bored either of first form brief text url followed quoted html from website second brief text one urls it decide call think none of 1 re close 3 multipart mixed rather multipart alternative guess ll retrain yes told would different experiment certainly curious see whether jeremy much worse than mine error rates typical aberrant it possible corpus ve trained homogeneous than thought guido van rossum home page http www python org guido
1714,also looked detail p geeks traffic the first one doozie term right lots of html clues apparently ignored clues loaded snippets unique html like br meant say 99 clues cancelled 01 clues wrong looks t grokked part of your code yet one way 16 clues seems the classifier basically ended counting way 99 01 clues and others made list thought looking for clues values apparently found none weren exactly 5 sure sets record longest list cancelling extreme clues this happened longest one quite few similar ones wonder anything learn looking at clues html heavily marked up html ads in the sidebar body text serious discussion oo and soft coding lots highly technical words clues including zope zeo any 50 clues means scheme ran of anything interesting look adding header lines should cure that are minable but unmined header lines corpus left or start different corpus make progress seventh similar scanned bunch got bored either first form brief text url followed quoted html from website text plain html tags stripped i still confused part no sorry following structure multipart mixed text plain brief text plus url text html long html copied website guess get click mail page some browsers html tags t getting stripped remains biggest mystery me still seems confused jeremy t use trained classifier pickle trained classifier scratch corpora s entirely different kind experiment one you re trying indeed re one far report results from trying pickle email never expected that to work well much bigger mystery jeremy got such relatively worse results training only one far report results that experiment i think still corpus size guido van rossum home page http www python org guido
